
Gurobi 9.5.0 (linux64) logging started Sun Apr  3 20:40:03 2022

Set parameter LogFile to value "/local_workspace/chenrui/LogFiles/MKAP/MKAP_20_100_10_3_original_1h.log"
Gurobi Optimizer version 9.5.0 build v9.5.0rc5 (linux64)
Thread count: 56 physical cores, 56 logical processors, using up to 4 threads
Optimize a model with 320 rows, 2200 columns and 4400 nonzeros
Model fingerprint: 0xe5792e13
Variable types: 0 continuous, 2200 integer (2200 binary)
Coefficient statistics:
  Matrix range     [1e+00, 2e+03]
  Objective range  [9e+00, 1e+03]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+00]
Found heuristic solution: objective 0.0000000
Presolve removed 20 rows and 20 columns
Presolve time: 0.02s
Presolved: 300 rows, 2180 columns, 4360 nonzeros
Variable types: 0 continuous, 2180 integer (2180 binary)
Found heuristic solution: objective -24427.00000

Root relaxation: objective -4.262829e+04, 1411 iterations, 0.02 seconds (0.02 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 53446 25942 -42205.573   59  257 -41987.000 -42340.164  0.84%   114  195s
 55230 26303 -42291.841   51  289 -41987.000 -42339.079  0.84%   114  200s
 56603 26990 -42257.275   68  262 -41987.000 -42338.372  0.84%   115  205s
 58190 27827 -42273.466   79  257 -41987.000 -42337.169  0.83%   116  210s
H58576 11234                    -42157.00000 -42337.087  0.43%   116  210s
H59460 10312                    -42172.00000 -42336.539  0.39%   116  214s
 59764 10545 -42200.160   48  225 -42172.000 -42336.124  0.39%   117  216s
 60731 11179 -42203.715   94  232 -42172.000 -42335.201  0.39%   117  220s
 62429 12157 -42216.016   66  267 -42172.000 -42333.818  0.38%   118  226s
 63611 12907 -42307.429   54  233 -42172.000 -42332.544  0.38%   119  230s
 65294 13844 -42187.868   82  206 -42172.000 -42331.185  0.38%   120  237s
 66300 14358 -42300.741   54  277 -42172.000 -42330.330  0.38%   121  241s
 67525 15102     cutoff   87      -42172.000 -42329.450  0.37%   121  246s
 68730 15734 -42272.038   64  231 -42172.000 -42328.591  0.37%   122  251s
 70030 16408 -42220.131   70  230 -42172.000 -42327.614  0.37%   123  255s
 71427 17263 -42187.391  113   85 -42172.000 -42327.043  0.37%   123  260s
 72972 18486 -42192.853  116  244 -42172.000 -42326.320  0.37%   124  268s
 74169 18761 -42256.370   60  264 -42172.000 -42325.605  0.36%   125  270s
 75255 19497 -42259.280   85  216 -42172.000 -42325.179  0.36%   125  275s
 76647 20147 -42236.563   80  198 -42172.000 -42324.596  0.36%   126  280s
 77913 20792 -42194.681   59  262 -42172.000 -42324.025  0.36%   127  285s
 79985 22006 -42279.225   59  211 -42172.000 -42323.228  0.36%   127  291s
 81224 22719 -42216.211   66  159 -42172.000 -42322.653  0.36%   128  296s
 82450 23364 -42179.068   79  197 -42172.000 -42322.342  0.36%   129  300s
 83636 24027 -42284.979   73  277 -42172.000 -42321.920  0.36%   129  305s
 85604 25019     cutoff   57      -42172.000 -42321.170  0.35%   130  311s
 86763 25510 -42254.813   69  257 -42172.000 -42320.840  0.35%   130  315s
 87919 26024 -42189.549   66  257 -42172.000 -42320.365  0.35%   131  320s
 89629 26882 -42251.534   64  308 -42172.000 -42319.903  0.35%   132  326s
 90830 27433     cutoff   73      -42172.000 -42319.493  0.35%   132  331s
 91953 28036     cutoff   78      -42172.000 -42319.027  0.35%   133  335s
 93692 28959 -42174.185   63  224 -42172.000 -42318.680  0.35%   133  342s
 94835 29506 -42211.708   79  170 -42172.000 -42318.351  0.35%   134  346s
 96082 30115 -42194.566   80  213 -42172.000 -42317.974  0.35%   134  351s
 97187 30724 -42179.198   86  248 -42172.000 -42317.717  0.35%   135  355s
 98398 31245     cutoff   65      -42172.000 -42317.268  0.34%   135  360s
 100204 32065 -42300.198   64  215 -42172.000 -42316.730  0.34%   136  367s
 101338 32641 -42225.772   84  186 -42172.000 -42316.449  0.34%   136  371s
 102585 33262 -42298.150   79  246 -42172.000 -42316.041  0.34%   137  376s
 103810 33832     cutoff   65      -42172.000 -42315.703  0.34%   137  380s
 105041 34326 -42263.700   74  252 -42172.000 -42315.300  0.34%   137  385s
 106849 35191 -42254.217   70  233 -42172.000 -42314.755  0.34%   138  391s
 108027 35748     cutoff   95      -42172.000 -42314.422  0.34%   138  396s
 109132 36249 -42199.813   75  164 -42172.000 -42314.038  0.34%   138  400s
 110382 36807 -42283.575   81  222 -42172.000 -42313.703  0.34%   139  405s
 112213 37547 -42225.947   63  245 -42172.000 -42313.238  0.33%   139  411s
 113429 38074 -42276.912   65  265 -42172.000 -42312.861  0.33%   139  416s
 114661 38647 -42288.008   79  227 -42172.000 -42312.590  0.33%   140  420s
 116403 39396 -42273.882   73  295 -42172.000 -42312.207  0.33%   140  426s
 117524 39908 -42242.179   74  299 -42172.000 -42311.911  0.33%   140  431s
 118745 40422     cutoff   81      -42172.000 -42311.584  0.33%   140  435s
 120513 41182 -42289.548   72  259 -42172.000 -42311.045  0.33%   141  442s
 121595 41720 -42234.690   70  231 -42172.000 -42310.834  0.33%   141  446s
 122717 42234 -42176.685   94  226 -42172.000 -42310.590  0.33%   142  451s
 123842 42783 -42277.633   51  280 -42172.000 -42310.351  0.33%   142  455s
 125049 43322 -42187.666   67  254 -42172.000 -42310.170  0.33%   142  460s
 126699 44126 -42207.068   62  225 -42172.000 -42309.683  0.33%   143  467s
 127959 44555 -42255.976   56  225 -42172.000 -42309.332  0.33%   143  471s
 129163 45012 -42262.982   72  249 -42172.000 -42308.935  0.32%   143  476s
 130261 45561 -42189.553   47  263 -42172.000 -42308.705  0.32%   143  480s
 131587 46046     cutoff   74      -42172.000 -42308.389  0.32%   144  485s
 132706 46591 -42272.763   76  252 -42172.000 -42308.188  0.32%   144  490s
 134454 47385 -42204.287   79  258 -42172.000 -42307.789  0.32%   144  497s
 135679 47803 -42253.152   75  263 -42172.000 -42307.484  0.32%   145  501s
 136799 48377 -42259.919   52  273 -42172.000 -42307.214  0.32%   145  506s
 138001 48869 -42279.426   71  283 -42172.000 -42306.948  0.32%   145  511s
 139297 49508 -42174.504   81  139 -42172.000 -42306.656  0.32%   145  516s
 140559 50073 -42270.818   63  257 -42172.000 -42306.349  0.32%   145  521s
 141903 50673 -42198.418  100  174 -42172.000 -42306.114  0.32%   146  525s
 143157 51191 -42215.048   67  145 -42172.000 -42305.840  0.32%   146  530s
 145102 51915 -42186.804   61  309 -42172.000 -42305.441  0.32%   146  536s
 146304 52469 -42174.373   85  318 -42172.000 -42305.226  0.32%   146  541s
 147494 53036 -42260.808   57  243 -42172.000 -42304.954  0.32%   146  546s
 148647 53484     cutoff   59      -42172.000 -42304.753  0.31%   146  550s
 149909 54032 -42191.696   89  270 -42172.000 -42304.430  0.31%   147  555s
 151156 54540 -42182.554   67  254 -42172.000 -42304.209  0.31%   147  560s
 152374 55019     cutoff   80      -42172.000 -42303.976  0.31%   147  565s
 154267 55798 -42176.299   85  236 -42172.000 -42303.704  0.31%   147  572s
 155506 56315 -42187.959   87  218 -42172.000 -42303.502  0.31%   147  576s
 156672 56870 -42204.328   87  168 -42172.000 -42303.267  0.31%   148  581s
 157836 57352 -42237.765   63  240 -42172.000 -42303.045  0.31%   148  585s
 159066 57818 -42224.003   74  276 -42172.000 -42302.809  0.31%   148  590s
 160330 58330 -42256.351   62  251 -42172.000 -42302.508  0.31%   148  595s
 162037 59141 -42259.480   75  236 -42172.000 -42302.137  0.31%   148  602s
 163273 59651 -42200.138   56  219 -42172.000 -42301.934  0.31%   148  606s
 164453 60180     cutoff   78      -42172.000 -42301.746  0.31%   149  611s
 165686 60771 -42194.526   72  248 -42172.000 -42301.569  0.31%   149  616s
 166973 61277     cutoff   72      -42172.000 -42301.355  0.31%   149  620s
 168021 61892 -42185.970  100  229 -42172.000 -42301.199  0.31%   149  625s
 169371 62471 -42264.075   67  224 -42172.000 -42301.012  0.31%   149  630s
 170569 63024 -42285.037   56  296 -42172.000 -42300.787  0.31%   149  635s
 171867 63598     cutoff   77      -42172.000 -42300.604  0.30%   149  640s
 173768 64443 -42185.661   74  236 -42172.000 -42300.309  0.30%   150  647s
 174940 65068 -42177.295   74  252 -42172.000 -42300.111  0.30%   150  651s
 176169 65582 -42186.558   97  216 -42172.000 -42299.930  0.30%   150  656s
 177409 66051 -42262.352   73  244 -42172.000 -42299.711  0.30%   150  660s
 178582 66565 -42276.993   75  213 -42172.000 -42299.549  0.30%   150  665s
 179704 67091     cutoff   94      -42172.000 -42299.321  0.30%   150  670s
 180986 67555 -42181.983   89  185 -42172.000 -42299.123  0.30%   150  675s
 182871 68505 -42238.644   72  257 -42172.000 -42298.785  0.30%   151  681s
 184216 68974 -42188.739  103  204 -42172.000 -42298.590  0.30%   151  686s
 185378 69521 -42259.485   78  244 -42172.000 -42298.438  0.30%   151  690s
 186564 70118 -42186.109  109  111 -42172.000 -42298.281  0.30%   151  695s
 188381 70881 -42226.696   48  315 -42172.000 -42298.036  0.30%   151  702s
 189522 71359 -42256.738   83  261 -42172.000 -42297.901  0.30%   151  706s
 190668 71847 -42234.571   90  231 -42172.000 -42297.723  0.30%   151  711s
 191928 72313 -42187.863   83  190 -42172.000 -42297.537  0.30%   151  715s
 193122 72806 -42279.293   64  284 -42172.000 -42297.345  0.30%   151  720s
 194846 73496 -42183.753   96  181 -42172.000 -42297.135  0.30%   152  726s
 195954 74010 -42193.759   71  217 -42172.000 -42296.997  0.30%   152  731s
 197247 74475 -42248.694   73  255 -42172.000 -42296.822  0.30%   152  736s
 198366 74891 -42291.201   66  250 -42172.000 -42296.639  0.30%   152  740s
 199592 75370 -42178.673   79  202 -42172.000 -42296.467  0.30%   152  745s
 201353 76128 -42243.719   84  221 -42172.000 -42296.152  0.29%   152  752s
 202548 76654 -42192.544   60  256 -42172.000 -42295.949  0.29%   152  756s
 203757 77119 -42222.045   78  249 -42172.000 -42295.797  0.29%   152  761s
 204885 77595 -42207.439   69  228 -42172.000 -42295.628  0.29%   152  765s
 206115 78104 -42260.028   76  318 -42172.000 -42295.480  0.29%   152  770s
 207851 78848 -42247.683   70  243 -42172.000 -42295.193  0.29%   153  777s
 209077 79304 -42266.708   64  241 -42172.000 -42294.983  0.29%   153  781s
 210217 79759 -42234.268   82  225 -42172.000 -42294.804  0.29%   153  786s
 211362 80246 -42174.182   60  264 -42172.000 -42294.618  0.29%   153  790s
 212613 80727 -42249.451   74  195 -42172.000 -42294.408  0.29%   153  795s
 213753 81142     cutoff   78      -42172.000 -42294.267  0.29%   153  800s
 215559 81902 -42188.541   76  277 -42172.000 -42294.055  0.29%   153  807s
 216879 82359 -42217.354   95  275 -42172.000 -42293.838  0.29%   153  811s
 218086 82788 -42277.600   60  277 -42172.000 -42293.682  0.29%   153  816s
 219284 83201 -42247.891   84  223 -42172.000 -42293.536  0.29%   154  821s
 220393 83673 -42197.813   79  238 -42172.000 -42293.399  0.29%   154  825s
 221618 84070 -42197.398   77  255 -42172.000 -42293.218  0.29%   154  830s
 222873 84511     cutoff   67      -42172.000 -42293.003  0.29%   154  835s
 224732 85102 -42266.924   70  234 -42172.000 -42292.776  0.29%   154  842s
 225959 85568 -42216.658   64  256 -42172.000 -42292.622  0.29%   154  846s
 227210 86097 -42265.148   83  224 -42172.000 -42292.465  0.29%   154  851s
